id_persona	forma	clip	occurrence	local_start_s	local_end_s	absolute_start_s	absolute_end_s	prob_min	text	centre_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	estat
pa-028	llavors	clips/pa-028__llavors__151.01.wav	1	2.720	3.140	153.730	154.150	0.1910	llavors	2.930	111.32	262.45	2028.83	3652.60	tokenització small; no és consens de dos models; pendent d'audició
pa-030	llavors	clips/pa-030__llavors__157.61.wav	1	1.050	1.430	158.660	159.040	0.4872	llavors	1.240	113.02	457.38	1626.57	2145.05	tokenització small; no és consens de dos models; pendent d'audició
pa-033	llavors	clips/pa-033__llavors__71.53.wav	1	0.090	0.570	71.620	72.100	0.6221	llavors	0.330		961.96	2265.73	3366.09	tokenització small; no és consens de dos models; pendent d'audició
pa-037	llavors	clips/pa-037__llavors__92.53.wav	1	3.220	3.470	95.750	96.000	0.7037	llavors	3.345	212.16	474.31	967.96	2622.85	tokenització small; no és consens de dos models; pendent d'audició
pa-038	llavors	clips/pa-038__llavors__264.13.wav	1	0.000	0.760	264.130	264.890	0.0343	Llavors	0.380		815.93	2007.53	3077.16	tokenització small; no és consens de dos models; pendent d'audició
pa-045	llavors	clips/pa-045__llavors__194.93.wav	1	1.370	1.710	196.300	196.640	0.3678	llavors	1.540	140.35	473.23	1716.40	2951.34	tokenització small; no és consens de dos models; pendent d'audició
pa-046	llavors	clips/pa-046__llavors__381.13.wav	1	1.880	2.460	383.010	383.590	0.5263	llavors	2.170		1674.05	2414.69	3532.13	tokenització small; no és consens de dos models; pendent d'audició
pa-048	llavors	clips/pa-048__llavors__1244.97.wav	1	0.000	0.530	1244.970	1245.500	0.1077	Llavors	0.265		1036.20	2242.74	3209.89	tokenització small; no és consens de dos models; pendent d'audició
pa-049	llavors	clips/pa-049__llavors__230.45.wav	1	1.400	1.820	231.850	232.270	0.9191	llavors	1.610		1318.05	2646.88	3399.61	tokenització small; no és consens de dos models; pendent d'audició
pa-053	llavors	clips/pa-053__llavors__40.73.wav	1	0.000	1.540	40.730	42.270	0.0781	Llavors	0.770		489.64	1321.26	2715.36	tokenització small; no és consens de dos models; pendent d'audició
pa-054	llavors	clips/pa-054__llavors__156.57.wav	1	0.100	0.670	156.670	157.240	0.4426	llavors	0.385	205.97	415.09	1355.86	2245.17	tokenització small; no és consens de dos models; pendent d'audició
pa-056	llavors	clips/pa-056__llavors__157.77.wav	1	0.000	0.700	157.770	158.470	0.0284	llavors	0.350	127.95	609.42	1308.14	2047.40	tokenització small; no és consens de dos models; pendent d'audició
pa-057	llavors	clips/pa-057__llavors__42.85.wav	1	0.110	0.870	42.960	43.720	0.3304	llavors	0.490	99.24	643.75	1393.82	2591.87	tokenització small; no és consens de dos models; pendent d'audició
pa-060	llavors	clips/pa-060__llavors__48.77.wav	1	2.800	3.800	51.570	52.570	0.3053	llavors	3.300	122.55	526.80	2297.45	3025.74	tokenització small; no és consens de dos models; pendent d'audició
pa-061	llavors	clips/pa-061__llavors__380.77.wav	1	1.480	1.890	382.250	382.660	0.5349	llavors	1.685	192.71	754.58	1094.07	2152.52	tokenització small; no és consens de dos models; pendent d'audició
pa-063	llavors	clips/pa-063__llavors__39.49.wav	1	3.670	4.600	43.160	44.090	0.3329	llavors	4.135	157.98	581.86	1681.09	2761.63	tokenització small; no és consens de dos models; pendent d'audició
pa-066	llavors	clips/pa-066__llavors__16.21.wav	1	1.400	1.840	17.610	18.050	0.7958	llavors	1.620		682.98	1834.10	2914.91	tokenització small; no és consens de dos models; pendent d'audició
pa-002	a veure	clips/pa-002__a-veure__126.25.wav	1	2.180	3.510	128.430	129.760	0.6605	a veure	2.845		345.89	2071.49	2407.41	tokenització small; no és consens de dos models; pendent d'audició
pa-007	a veure	clips/pa-007__a-veure__89.25.wav	1	1.280	1.800	90.530	91.050	0.9934	a veure	1.540	145.45	374.23	898.89	2345.39	tokenització small; no és consens de dos models; pendent d'audició
pa-008	a veure	clips/pa-008__a-veure__668.25.wav	1	1.910	2.640	670.160	670.890	0.9915	a veure	2.275	180.44	533.13	1520.53	2422.28	tokenització small; no és consens de dos models; pendent d'audició
pa-011	a veure	clips/pa-011__a-veure__551.81.wav	1	3.040	3.450	554.850	555.260	0.1111	a veure	3.245	184.31	742.85	1649.99	2436.40	tokenització small; no és consens de dos models; pendent d'audició
pa-014	a veure	clips/pa-014__a-veure__617.45.wav	1	14.780	15.230	632.230	632.680	0.7543	a veure	15.005	177.82	555.27	1520.13	2443.44	tokenització small; no és consens de dos models; pendent d'audició
pa-016	a veure	clips/pa-016__a-veure__369.73.wav	1	1.210	2.120	370.940	371.850	0.5117	a veure	1.665	179.11	695.50	1509.90	2725.11	tokenització small; no és consens de dos models; pendent d'audició
pa-021	a veure	clips/pa-021__a-veure__108.77.wav	1	0.170	1.190	108.940	109.960	0.5298	a veure	0.680		802.47	1719.83	2624.82	tokenització small; no és consens de dos models; pendent d'audició
pa-022	a veure	clips/pa-022__a-veure__238.61.wav	1	2.000	2.500	240.610	241.110	0.3096	a veure	2.250		982.35	1166.89	2373.00	tokenització small; no és consens de dos models; pendent d'audició
pa-023	a veure	clips/pa-023__a-veure__268.81.wav	1	0.010	0.510	268.820	269.320	0.1996	A veure	0.260		632.84	1856.14	3211.37	tokenització small; no és consens de dos models; pendent d'audició
pa-025	a veure	clips/pa-025__a-veure__388.01.wav	1	1.000	1.740	389.010	389.750	0.7039	A veure	1.370	127.06	571.68	1148.84	2638.56	tokenització small; no és consens de dos models; pendent d'audició
pa-026	a veure	clips/pa-026__a-veure__64.09.wav	1	1.550	2.490	65.640	66.580	0.6966	a veure	2.020		859.71	1905.96	3107.83	tokenització small; no és consens de dos models; pendent d'audició
pa-030	a veure	clips/pa-030__a-veure__673.41.wav	1	0.000	0.250	673.410	673.660	0.1988	A veure	0.125	159.32	619.46	1526.32	2244.06	tokenització small; no és consens de dos models; pendent d'audició
pa-031	a veure	clips/pa-031__a-veure__4.25.wav	1	2.170	2.400	6.420	6.650	0.0804	a veure	2.285		1026.58	2105.15	3227.64	tokenització small; no és consens de dos models; pendent d'audició
pa-034	a veure	clips/pa-034__a-veure__94.05.wav	1	1.180	1.990	95.230	96.040	0.9578	a veure	1.585	152.68	766.15	1450.75	3113.69	tokenització small; no és consens de dos models; pendent d'audició
pa-036	a veure	clips/pa-036__a-veure__153.05.wav	1	1.100	1.500	154.150	154.550	0.4770	a veure	1.300	110.30	440.01	1202.12	2317.75	tokenització small; no és consens de dos models; pendent d'audició
pa-041	a veure	clips/pa-041__a-veure__200.25.wav	1	2.440	3.090	202.690	203.340	0.7229	a veure	2.765	159.14	502.61	1743.35	2821.51	tokenització small; no és consens de dos models; pendent d'audició
pa-045	a veure	clips/pa-045__a-veure__340.93.wav	1	4.090	4.160	345.020	345.090	0.9709	a veure	4.125	70.93	479.78	1284.64	2565.99	tokenització small; no és consens de dos models; pendent d'audició
pa-048	a veure	clips/pa-048__a-veure__393.93.wav	1	0.000	0.550	393.930	394.480	0.0287	A veure	0.275	173.91	231.38	1288.36	2673.87	tokenització small; no és consens de dos models; pendent d'audició
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	1	3.260	3.550	248.110	248.400	0.0989	a veure	3.405	160.70	596.96	1455.97	2559.70	tokenització small; no és consens de dos models; pendent d'audició
pa-049	a veure	clips/pa-049__a-veure__244.85.wav	2	5.900	6.230	250.750	251.080	0.9962	a veure	6.065		693.24	1743.93	2706.32	tokenització small; no és consens de dos models; pendent d'audició
pa-055	a veure	clips/pa-055__a-veure__63.89.wav	1	1.380	2.120	65.270	66.010	0.7076	a veure	1.750		369.74	2054.92	2939.98	tokenització small; no és consens de dos models; pendent d'audició
pa-056	a veure	clips/pa-056__a-veure__673.21.wav	1	0.000	0.400	673.210	673.610	0.1806	A veure	0.200	146.84	702.87	1176.01	2174.72	tokenització small; no és consens de dos models; pendent d'audició
pa-060	a veure	clips/pa-060__a-veure__268.57.wav	1	2.000	2.160	270.570	270.730	0.6349	a veure	2.080	125.10	478.80	1574.30	2440.35	tokenització small; no és consens de dos models; pendent d'audició
pa-061	a veure	clips/pa-061__a-veure__579.17.wav	1	2.610	3.170	581.780	582.340	0.6223	a veure	2.890	133.70	574.00	1542.35	2508.20	tokenització small; no és consens de dos models; pendent d'audició
pa-063	a veure	clips/pa-063__a-veure__402.13.wav	1	0.000	1.060	402.130	403.190	0.0333	A veure	0.530		630.85	1742.86	3228.17	tokenització small; no és consens de dos models; pendent d'audició
pa-064	a veure	clips/pa-064__a-veure__587.61.wav	1	1.270	1.890	588.880	589.500	0.9952	a veure	1.580		499.50	1347.08	2590.44	tokenització small; no és consens de dos models; pendent d'audició
pa-014	aviam	clips/pa-014__aviam__875.45.wav	1	2.000	2.000	877.450	877.450	0.1944	aviam	2.000		658.24	1627.67	2437.73	tokenització small; no és consens de dos models; pendent d'audició
pa-020	aviam	clips/pa-020__aviam__252.21.wav	1	3.060	3.400	255.270	255.610	0.1339	aviam	3.230	120.35	495.07	1810.49	2561.87	tokenització small; no és consens de dos models; pendent d'audició
pa-005	doncs	clips/pa-005__doncs__71.13.wav	1	0.000	0.490	71.130	71.620	0.6435	Doncs	0.245		727.29	1925.11	3624.15	tokenització small; no és consens de dos models; pendent d'audició
pa-005	doncs	clips/pa-005__doncs__71.13.wav	2	0.960	1.450	72.090	72.580	0.3084	doncs	1.205		536.77	2181.61	2833.85	tokenització small; no és consens de dos models; pendent d'audició
pa-006	doncs	clips/pa-006__doncs__180.25.wav	1	0.980	1.540	181.230	181.790	0.5306	doncs	1.260		1098.31	2348.64	3392.55	tokenització small; no és consens de dos models; pendent d'audició
pa-007	doncs	clips/pa-007__doncs__59.25.wav	1	0.130	0.480	59.380	59.730	0.5996	Doncs	0.305		902.12	1893.86	2969.69	tokenització small; no és consens de dos models; pendent d'audició
pa-009	doncs	clips/pa-009__doncs__139.25.wav	1	0.000	0.500	139.250	139.750	0.2017	Doncs	0.250		1869.58	3298.29	3916.76	tokenització small; no és consens de dos models; pendent d'audició
pa-010	doncs	clips/pa-010__doncs__24.65.wav	1	2.510	2.770	27.160	27.420	0.4795	doncs	2.640	149.45	443.73	1474.45	2487.36	tokenització small; no és consens de dos models; pendent d'audició
pa-011	doncs	clips/pa-011__doncs__61.49.wav	1	1.480	1.940	62.970	63.430	0.4045	doncs	1.710		693.14	2038.66	2905.90	tokenització small; no és consens de dos models; pendent d'audició
pa-013	doncs	clips/pa-013__doncs__56.85.wav	1	2.440	2.750	59.290	59.600	0.4874	doncs	2.595	166.44	479.97	1711.13	3232.99	tokenització small; no és consens de dos models; pendent d'audició
pa-015	doncs	clips/pa-015__doncs__83.25.wav	1	1.130	1.530	84.380	84.780	0.8466	doncs	1.330		1655.08	2889.62	3626.41	tokenització small; no és consens de dos models; pendent d'audició
pa-016	doncs	clips/pa-016__doncs__62.33.wav	1	4.880	5.070	67.210	67.400	0.5311	Doncs	4.975	159.77	461.47	1414.88	2669.69	tokenització small; no és consens de dos models; pendent d'audició
pa-017	doncs	clips/pa-017__doncs__459.25.wav	1	1.340	1.630	460.590	460.880	0.9049	doncs	1.485	179.57	535.38	1090.69	2887.19	tokenització small; no és consens de dos models; pendent d'audició
pa-020	doncs	clips/pa-020__doncs__247.37.wav	1	0.840	1.310	248.210	248.680	0.6183	doncs	1.075		713.11	1865.06	2744.20	tokenització small; no és consens de dos models; pendent d'audició
pa-021	doncs	clips/pa-021__doncs__12.25.wav	1	3.660	3.750	15.910	16.000	0.7531	doncs	3.705		1096.85	2591.96	3692.28	tokenització small; no és consens de dos models; pendent d'audició
pa-028	doncs	clips/pa-028__doncs__329.33.wav	1	1.080	1.330	330.410	330.660	0.8421	Doncs	1.205	133.81	208.97	1934.59	2471.57	tokenització small; no és consens de dos models; pendent d'audició
pa-030	doncs	clips/pa-030__doncs__43.53.wav	1	1.120	1.320	44.650	44.850	0.2935	doncs	1.220	105.91	2117.99	2650.61	4275.58	tokenització small; no és consens de dos models; pendent d'audició
pa-031	doncs	clips/pa-031__doncs__414.05.wav	1	0.000	0.220	414.050	414.270	0.0397	Doncs	0.110	200.15	406.33	2371.43	3036.01	tokenització small; no és consens de dos models; pendent d'audició
pa-032	doncs	clips/pa-032__doncs__21.61.wav	1	0.000	0.110	21.610	21.720	0.0158	Doncs	0.055	195.58	274.55	1522.98	2724.25	tokenització small; no és consens de dos models; pendent d'audició
pa-035	doncs	clips/pa-035__doncs__195.49.wav	1	2.650	3.200	198.140	198.690	0.9025	doncs	2.925	153.74	293.60	1790.97	2130.76	tokenització small; no és consens de dos models; pendent d'audició
pa-036	doncs	clips/pa-036__doncs__367.25.wav	1	5.000	5.370	372.250	372.620	0.5064	Doncs	5.185		934.60	1675.42	2417.95	tokenització small; no és consens de dos models; pendent d'audició
pa-037	doncs	clips/pa-037__doncs__20.49.wav	1	0.270	0.750	20.760	21.240	0.6135	doncs	0.510		496.49	1399.82	2539.72	tokenització small; no és consens de dos models; pendent d'audició
pa-038	doncs	clips/pa-038__doncs__2008.17.wav	1	0.470	0.570	2008.640	2008.740	0.7782	Doncs	0.520	266.70	491.49	1357.00	3255.09	tokenització small; no és consens de dos models; pendent d'audició
pa-045	doncs	clips/pa-045__doncs__283.01.wav	1	1.800	1.960	284.810	284.970	0.7735	Doncs	1.880		347.22	2455.34	3247.48	tokenització small; no és consens de dos models; pendent d'audició
pa-046	doncs	clips/pa-046__doncs__135.61.wav	1	1.000	1.700	136.610	137.310	0.2825	doncs	1.350		620.12	1451.53	3027.40	tokenització small; no és consens de dos models; pendent d'audició
pa-048	doncs	clips/pa-048__doncs__302.89.wav	1	1.440	1.750	304.330	304.640	0.5376	doncs	1.595	175.41	478.69	1580.38	2130.47	tokenització small; no és consens de dos models; pendent d'audició
pa-056	doncs	clips/pa-056__doncs__43.45.wav	1	1.160	1.310	44.610	44.760	0.2840	doncs	1.235	116.16	442.52	1584.16	2315.85	tokenització small; no és consens de dos models; pendent d'audició
pa-060	doncs	clips/pa-060__doncs__177.97.wav	1	2.400	2.590	180.370	180.560	0.1036	doncs	2.495	125.27	477.21	1521.78	2461.19	tokenització small; no és consens de dos models; pendent d'audició
pa-063	doncs	clips/pa-063__doncs__609.05.wav	1	0.700	1.050	609.750	610.100	0.7069	doncs	0.875		570.18	1540.46	2430.67	tokenització small; no és consens de dos models; pendent d'audició
pa-065	doncs	clips/pa-065__doncs__157.49.wav	1	2.230	2.260	159.720	159.750	0.7556	doncs	2.245	145.56	254.66	1619.66	2731.29	tokenització small; no és consens de dos models; pendent d'audició
pa-001	perquè	clips/pa-001__perqu__59.57.wav	1	0.720	1.140	60.290	60.710	0.7317	perquè	0.930	99.15	413.35	1273.80	2257.06	tokenització small; no és consens de dos models; pendent d'audició
pa-002	perquè	clips/pa-002__perqu__18.25.wav	1	0.950	1.700	19.200	19.950	0.7556	perquè	1.325	86.50	371.15	1222.70	2503.04	tokenització small; no és consens de dos models; pendent d'audició
pa-003	perquè	clips/pa-003__perqu__201.57.wav	1	0.790	0.950	202.360	202.520	0.9495	perquè	0.870		554.00	1729.36	2688.09	tokenització small; no és consens de dos models; pendent d'audició
pa-004	perquè	clips/pa-004__perqu__464.09.wav	1	3.990	4.710	468.080	468.800	0.6217	perquè	4.350	133.42	269.92	1125.51	1916.27	tokenització small; no és consens de dos models; pendent d'audició
pa-006	perquè	clips/pa-006__perqu__110.25.wav	1	3.200	3.880	113.450	114.130	0.2439	perquè	3.540	98.12	311.69	1880.39	2503.01	tokenització small; no és consens de dos models; pendent d'audició
pa-007	perquè	clips/pa-007__perqu__101.25.wav	1	2.000	2.060	103.250	103.310	0.8509	perquè	2.030	135.16	419.68	1073.27	2084.14	tokenització small; no és consens de dos models; pendent d'audició
pa-008	perquè	clips/pa-008__perqu__55.25.wav	1	1.000	1.260	56.250	56.510	0.4598	Perquè	1.130		598.83	1894.12	2446.27	tokenització small; no és consens de dos models; pendent d'audició
pa-009	perquè	clips/pa-009__perqu__349.25.wav	1	0.000	0.560	349.250	349.810	0.2138	perquè	0.280	136.60	395.64	1494.25	2679.44	tokenització small; no és consens de dos models; pendent d'audició
pa-010	perquè	clips/pa-010__perqu__196.65.wav	1	0.000	0.300	196.650	196.950	0.2814	perquè	0.150		514.86	1785.02	2435.89	tokenització small; no és consens de dos models; pendent d'audició
pa-011	perquè	clips/pa-011__perqu__27.61.wav	1	1.240	1.490	28.850	29.100	0.6057	perquè	1.365		520.55	1797.91	2829.21	tokenització small; no és consens de dos models; pendent d'audició
pa-012	perquè	clips/pa-012__perqu__369.25.wav	1	0.000	0.110	369.250	369.360	0.6158	perquè	0.055		433.36	1700.56	2252.79	tokenització small; no és consens de dos models; pendent d'audició
pa-013	perquè	clips/pa-013__perqu__433.89.wav	1	2.270	2.640	436.160	436.530	0.9497	perquè	2.455	193.22	633.14	1877.14	2552.27	tokenització small; no és consens de dos models; pendent d'audició
pa-014	perquè	clips/pa-014__perqu__105.85.wav	1	2.390	2.810	108.240	108.660	0.8193	perquè	2.600	168.07	501.33	1958.09	2492.23	tokenització small; no és consens de dos models; pendent d'audició
pa-015	perquè	clips/pa-015__perqu__86.25.wav	1	2.000	2.480	88.250	88.730	0.4134	perquè	2.240	278.47	550.24	2233.90	3081.49	tokenització small; no és consens de dos models; pendent d'audició
pa-016	perquè	clips/pa-016__perqu__79.77.wav	1	2.190	2.860	81.960	82.630	0.8479	perquè	2.525		813.58	2050.14	2985.58	tokenització small; no és consens de dos models; pendent d'audició
pa-017	perquè	clips/pa-017__perqu__4.25.wav	1	2.150	2.640	6.400	6.890	0.6669	perquè	2.395	136.00	547.52	2298.62	2735.19	tokenització small; no és consens de dos models; pendent d'audició
pa-018	perquè	clips/pa-018__perqu__91.09.wav	1	1.070	1.760	92.160	92.850	0.9663	perquè	1.415		657.39	1698.80	2850.42	tokenització small; no és consens de dos models; pendent d'audició
pa-019	perquè	clips/pa-019__perqu__101.25.wav	1	0.010	0.310	101.260	101.560	0.0227	perquè	0.160		643.03	2175.98	3347.76	tokenització small; no és consens de dos models; pendent d'audició
pa-020	perquè	clips/pa-020__perqu__9.41.wav	1	0.030	0.410	9.440	9.820	0.1574	perquè	0.220		1485.98	2096.07	3085.92	tokenització small; no és consens de dos models; pendent d'audició
pa-021	perquè	clips/pa-021__perqu__15.45.wav	1	1.670	2.000	17.120	17.450	0.8815	perquè	1.835	180.15	346.00	1487.94	2855.49	tokenització small; no és consens de dos models; pendent d'audició
pa-022	perquè	clips/pa-022__perqu__111.69.wav	1	0.000	0.470	111.690	112.160	0.2534	perquè	0.235		595.17	1533.96	2648.78	tokenització small; no és consens de dos models; pendent d'audició
pa-023	perquè	clips/pa-023__perqu__29.09.wav	1	0.000	0.940	29.090	30.030	0.1482	perquè	0.470	121.80	516.71	1829.91	2737.29	tokenització small; no és consens de dos models; pendent d'audició
pa-024	perquè	clips/pa-024__perqu__225.53.wav	1	2.000	2.310	227.530	227.840	0.8661	perquè	2.155	81.58	380.35	1829.51	2365.92	tokenització small; no és consens de dos models; pendent d'audició
pa-025	perquè	clips/pa-025__perqu__37.17.wav	1	0.550	0.980	37.720	38.150	0.8440	perquè	0.765		920.80	2224.30	3239.35	tokenització small; no és consens de dos models; pendent d'audició
pa-026	perquè	clips/pa-026__perqu__150.53.wav	1	0.420	0.610	150.950	151.140	0.6276	perquè	0.515	126.11	536.27	1611.09	2303.71	tokenització small; no és consens de dos models; pendent d'audició
pa-027	perquè	clips/pa-027__perqu__8.81.wav	1	1.370	1.700	10.180	10.510	0.7631	perquè	1.535	132.14	434.10	1329.92	2358.98	tokenització small; no és consens de dos models; pendent d'audició
pa-031	perquè	clips/pa-031__perqu__32.69.wav	1	0.000	0.570	32.690	33.260	0.0697	perquè	0.285	111.29	458.57	1379.77	2203.13	tokenització small; no és consens de dos models; pendent d'audició
pa-032	perquè	clips/pa-032__perqu__9.21.wav	1	0.000	0.860	9.210	10.070	0.5112	perquè	0.430		317.59	1322.10	2882.20	tokenització small; no és consens de dos models; pendent d'audició
pa-033	perquè	clips/pa-033__perqu__18.89.wav	1	0.000	0.350	18.890	19.240	0.2034	perquè	0.175	480.81	473.77	1692.17	2699.82	tokenització small; no és consens de dos models; pendent d'audició
pa-035	perquè	clips/pa-035__perqu__181.13.wav	1	0.070	0.080	181.200	181.210	0.6201	perquè	0.075		732.95	1925.11	2752.69	tokenització small; no és consens de dos models; pendent d'audició
pa-036	perquè	clips/pa-036__perqu__15.65.wav	1	2.470	2.640	18.120	18.290	0.2664	perquè	2.555	97.40	440.65	1760.86	2139.24	tokenització small; no és consens de dos models; pendent d'audició
pa-037	perquè	clips/pa-037__perqu__186.29.wav	1	8.480	9.140	194.770	195.430	0.3810	Perquè	8.810		1009.34	2199.71	3176.70	tokenització small; no és consens de dos models; pendent d'audició
pa-038	perquè	clips/pa-038__perqu__279.13.wav	1	0.420	0.790	279.550	279.920	0.5824	perquè	0.605	290.10	548.29	1601.93	2914.94	tokenització small; no és consens de dos models; pendent d'audició
pa-039	perquè	clips/pa-039__perqu__18.09.wav	1	0.000	0.570	18.090	18.660	0.0785	perquè	0.285	170.47	679.68	1400.17	2625.70	tokenització small; no és consens de dos models; pendent d'audició
pa-040	perquè	clips/pa-040__perqu__25.21.wav	1	0.000	0.510	25.210	25.720	0.2038	perquè	0.255	400.14	417.92	2023.72	2707.14	tokenització small; no és consens de dos models; pendent d'audició
pa-041	perquè	clips/pa-041__perqu__69.25.wav	1	3.890	4.330	73.140	73.580	0.2885	perquè	4.110		593.35	1489.88	2508.66	tokenització small; no és consens de dos models; pendent d'audició
pa-042	perquè	clips/pa-042__perqu__29.13.wav	1	2.100	2.460	31.230	31.590	0.7110	perquè	2.280	266.80	547.75	1994.54	2496.87	tokenització small; no és consens de dos models; pendent d'audició
pa-045	perquè	clips/pa-045__perqu__175.33.wav	1	2.080	2.980	177.410	178.310	0.8252	Perquè	2.530		692.96	1590.55	2775.79	tokenització small; no és consens de dos models; pendent d'audició
pa-049	perquè	clips/pa-049__perqu__68.85.wav	1	5.300	5.660	74.150	74.510	0.6920	perquè	5.480		540.15	1647.56	2835.78	tokenització small; no és consens de dos models; pendent d'audició
pa-051	perquè	clips/pa-051__perqu__123.85.wav	1	0.040	0.320	123.890	124.170	0.3220	perquè	0.180	130.33	455.42	2065.90	2856.99	tokenització small; no és consens de dos models; pendent d'audició
pa-052	perquè	clips/pa-052__perqu__92.65.wav	1	2.540	2.830	95.190	95.480	0.3050	perquè	2.685	183.25	581.99	1823.13	2377.58	tokenització small; no és consens de dos models; pendent d'audició
pa-053	perquè	clips/pa-053__perqu__113.93.wav	1	3.910	4.160	117.840	118.090	0.6129	perquè	4.035	100.60	451.35	1634.60	2129.73	tokenització small; no és consens de dos models; pendent d'audició
pa-054	perquè	clips/pa-054__perqu__80.45.wav	1	2.720	3.340	83.170	83.790	0.7099	perquè	3.030	110.76	786.22	2069.73	3034.98	tokenització small; no és consens de dos models; pendent d'audició
pa-055	perquè	clips/pa-055__perqu__148.53.wav	1	2.380	2.530	150.910	151.060	0.8312	perquè	2.455	118.24	535.18	1603.74	2243.91	tokenització small; no és consens de dos models; pendent d'audició
pa-056	perquè	clips/pa-056__perqu__31.73.wav	1	0.720	1.150	32.450	32.880	0.4129	perquè	0.935		752.05	1692.04	2665.25	tokenització small; no és consens de dos models; pendent d'audició
pa-057	perquè	clips/pa-057__perqu__249.45.wav	1	0.760	1.140	250.210	250.590	0.9119	perquè	0.950		969.80	2844.91	3678.28	tokenització small; no és consens de dos models; pendent d'audició
pa-058	perquè	clips/pa-058__perqu__91.09.wav	1	1.010	1.630	92.100	92.720	0.9674	perquè	1.320		797.36	1961.25	3076.75	tokenització small; no és consens de dos models; pendent d'audició
pa-059	perquè	clips/pa-059__perqu__4.09.wav	1	2.320	2.640	6.410	6.730	0.6817	perquè	2.480	135.45	497.34	2243.13	2557.78	tokenització small; no és consens de dos models; pendent d'audició
pa-060	perquè	clips/pa-060__perqu__29.05.wav	1	2.000	2.280	31.050	31.330	0.4717	perquè	2.140		1190.30	2397.66	3383.67	tokenització small; no és consens de dos models; pendent d'audició
pa-062	perquè	clips/pa-062__perqu__73.97.wav	1	1.190	1.720	75.160	75.690	0.9024	perquè	1.455	127.42	278.54	1378.01	3051.72	tokenització small; no és consens de dos models; pendent d'audició
pa-063	perquè	clips/pa-063__perqu__142.61.wav	1	0.000	0.480	142.610	143.090	0.0412	perquè	0.240		696.58	2189.21	2744.00	tokenització small; no és consens de dos models; pendent d'audició
pa-064	perquè	clips/pa-064__perqu__27.57.wav	1	3.300	3.590	30.870	31.160	0.4829	perquè	3.445		906.35	1744.42	2409.44	tokenització small; no és consens de dos models; pendent d'audició
pa-065	perquè	clips/pa-065__perqu__129.17.wav	1	2.530	2.870	131.700	132.040	0.8717	perquè	2.700	136.69	379.14	1783.93	2188.07	tokenització small; no és consens de dos models; pendent d'audició
pa-066	perquè	clips/pa-066__perqu__21.81.wav	1	2.190	2.260	24.000	24.070	0.4434	perquè	2.225	101.42	263.62	912.24	2321.13	tokenització small; no és consens de dos models; pendent d'audició
pa-002	a nivell	clips/pa-002__a-nivell__714.25.wav	1	7.330	8.080	721.580	722.330	0.7873	a nivell	7.705		475.07	1307.89	2726.71	tokenització small; no és consens de dos models; pendent d'audició
pa-003	a nivell	clips/pa-003__a-nivell__180.17.wav	1	1.290	2.470	181.460	182.640	0.8186	a nivell	1.880	220.70	638.70	1333.45	3077.19	tokenització small; no és consens de dos models; pendent d'audició
pa-016	a nivell	clips/pa-016__a-nivell__333.81.wav	1	3.610	4.160	337.420	337.970	0.7040	a nivell	3.885		805.40	1709.20	2867.97	tokenització small; no és consens de dos models; pendent d'audició
pa-017	a nivell	clips/pa-017__a-nivell__143.25.wav	1	3.360	3.840	146.610	147.090	0.7278	a nivell	3.600	161.22	484.04	2081.18	2536.33	tokenització small; no és consens de dos models; pendent d'audició
pa-019	a nivell	clips/pa-019__a-nivell__122.25.wav	1	3.350	3.830	125.600	126.080	0.9056	a nivell	3.590	90.41	383.80	2110.96	2848.96	tokenització small; no és consens de dos models; pendent d'audició
pa-020	a nivell	clips/pa-020__a-nivell__409.37.wav	1	3.420	3.850	412.790	413.220	0.2023	a nivell	3.635		445.21	1858.74	2785.98	tokenització small; no és consens de dos models; pendent d'audició
pa-023	a nivell	clips/pa-023__a-nivell__418.57.wav	1	1.300	1.800	419.870	420.370	0.8081	a nivell	1.550	140.15	566.70	1786.47	2561.78	tokenització small; no és consens de dos models; pendent d'audició
pa-024	a nivell	clips/pa-024__a-nivell__1547.93.wav	1	2.160	2.250	1550.090	1550.180	0.2444	a nivell	2.205	104.07	455.37	1630.37	2612.42	tokenització small; no és consens de dos models; pendent d'audició
pa-026	a nivell	clips/pa-026__a-nivell__38.25.wav	1	1.420	2.020	39.670	40.270	0.8241	a nivell	1.720	129.53	333.78	1428.75	2451.85	tokenització small; no és consens de dos models; pendent d'audició
pa-029	a nivell	clips/pa-029__a-nivell__417.09.wav	1	1.570	2.200	418.660	419.290	0.9070	a nivell	1.885	93.63	804.16	2102.64	2422.59	tokenització small; no és consens de dos models; pendent d'audició
pa-034	a nivell	clips/pa-034__a-nivell__143.81.wav	1	2.700	3.360	146.510	147.170	0.7736	a nivell	3.030		1033.71	1953.43	3083.00	tokenització small; no és consens de dos models; pendent d'audició
pa-036	a nivell	clips/pa-036__a-nivell__386.45.wav	1	7.580	8.050	394.030	394.500	0.8938	a nivell	7.815	95.21	355.13	1884.39	2492.61	tokenització small; no és consens de dos models; pendent d'audició
pa-038	a nivell	clips/pa-038__a-nivell__455.49.wav	1	0.650	1.150	456.140	456.640	0.5767	a nivell	0.900	186.69	559.26	1850.56	2467.55	tokenització small; no és consens de dos models; pendent d'audició
