id_persona	forma	interval_escolta	clip	token_start_abs	token_end_abs	token_p_min	punt	proporcio	temps_rel_s	f0_hz	f1_hz	f2_hz	f3_hz	intensity_db
pa-032	bueno	44.73-50.63	clips/pa-032__bueno__44.73.wav	44.800	45.170	0.2786	5	0.80	0.366		795.57	1794.61	2970.07	31.62
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	875.700	875.940	0.2818	1	0.20	1.138	120.69	711.04	1318.73	2962.51	75.70
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	875.700	875.940	0.2818	2	0.35	1.174	116.67	597.76	1271.67	3193.65	75.94
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	875.700	875.940	0.2818	3	0.50	1.210	114.40	608.40	1584.03	2677.32	77.90
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	875.700	875.940	0.2818	4	0.65	1.246	117.32	620.23	1987.50	2837.07	78.49
pa-038	bueno	874.61-878.11	clips/pa-038__bueno__874.61.wav	875.700	875.940	0.2818	5	0.80	1.282	139.24	622.98	2035.79	2861.18	76.38
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.110	0.260	0.5319	1	0.20	0.140		989.35	1681.13	3233.95	39.72
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.110	0.260	0.5319	2	0.35	0.163		1146.26	1676.78	3360.72	39.08
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.110	0.260	0.5319	3	0.50	0.185		902.28	1618.11	3114.77	38.59
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.110	0.260	0.5319	4	0.65	0.208		917.94	1661.29	2925.36	37.80
pa-043	bueno	0.00-3.75	clips/pa-043__bueno__0.00.wav	0.110	0.260	0.5319	5	0.80	0.230		865.19	1645.11	3001.37	37.73
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	1	0.20	0.814	216.62	314.86	1701.97	2737.02	70.18
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	2	0.35	0.832	192.31	352.91	2276.44	3553.96	74.47
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	3	0.50	0.850	173.35	366.11	2284.68	3414.67	75.48
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	4	0.65	0.868	165.46	357.94	2336.59	3416.43	76.69
pa-054	bueno	51.69-55.75	clips/pa-054__bueno__51.69.wav	52.480	52.600	0.9223	5	0.80	0.886	165.19	343.49	2337.92	3520.12	78.00
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	298.610	298.920	0.2924	1	0.20	1.502		594.22	1584.64	2837.90	36.95
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	298.610	298.920	0.2924	2	0.35	1.548		657.11	1642.36	2814.54	37.08
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	298.610	298.920	0.2924	3	0.50	1.595		783.15	1339.87	2739.99	40.63
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	298.610	298.920	0.2924	4	0.65	1.641	159.61	315.04	1264.75	2589.66	61.10
pa-062	bueno	297.17-302.03	clips/pa-062__bueno__297.17.wav	298.610	298.920	0.2924	5	0.80	1.688	131.50	254.27	1417.31	2617.07	58.50
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	1	0.20	2.004	135.55	559.52	846.55	2659.69	68.88
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	2	0.35	2.007	137.17	560.72	835.28	2728.11	68.67
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	3	0.50	2.010	138.63	557.28	826.99	2824.68	68.42
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	4	0.65	2.013	140.22	543.47	822.91	2802.08	68.13
pa-066	bueno	357.23-362.57	clips/pa-066__bueno__357.23.wav	359.230	359.250	0.6883	5	0.80	2.016	141.95	541.78	801.61	2800.10	67.82
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	345.260	345.340	0.9570	1	0.20	1.026	163.14	444.86	1780.90	2354.03	70.28
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	345.260	345.340	0.9570	2	0.35	1.038	160.33	445.69	1786.63	2082.43	72.48
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	345.260	345.340	0.9570	3	0.50	1.050	156.09	402.06	1720.43	2464.89	72.57
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	345.260	345.340	0.9570	4	0.65	1.062	155.05	339.49	1764.99	3039.62	70.45
pa-007	clar	344.25-349.75	clips/pa-007__clar__344.25.wav	345.260	345.340	0.9570	5	0.80	1.074	157.21	362.45	1826.29	3215.37	66.37
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	101.920	102.230	0.3494	1	0.20	2.732	117.24	201.63	1635.86	2526.96	51.18
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	101.920	102.230	0.3494	2	0.35	2.779	181.77	469.99	1571.99	2369.26	59.04
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	101.920	102.230	0.3494	3	0.50	2.825	216.83	662.58	1432.32	3182.76	62.92
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	101.920	102.230	0.3494	4	0.65	2.872	233.30	582.26	1259.06	2638.09	60.28
pa-009	clar	99.25-105.75	clips/pa-009__clar__99.25.wav	101.920	102.230	0.3494	5	0.80	2.918	229.68	766.41	1406.16	2871.75	53.24
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	338.150	338.300	0.8078	1	0.20	3.330		1641.03	3076.81	3443.85	49.53
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	338.150	338.300	0.8078	2	0.35	3.353		1569.63	3191.35	3463.48	46.09
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	338.150	338.300	0.8078	3	0.50	3.375		1743.47	3386.13	3488.35	47.29
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	338.150	338.300	0.8078	4	0.65	3.397		516.29	2101.27	3454.02	51.15
pa-010	clar	334.85-339.35	clips/pa-010__clar__334.85.wav	338.150	338.300	0.8078	5	0.80	3.420		640.65	647.63	2594.67	59.68
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	178.240	178.690	0.7159	1	0.20	2.640	243.31	819.26	1378.82	2949.72	66.49
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	178.240	178.690	0.7159	2	0.35	2.708		621.17	1421.59	2844.16	57.97
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	178.240	178.690	0.7159	3	0.50	2.775		635.09	1456.82	2829.86	44.80
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	178.240	178.690	0.7159	4	0.65	2.843	172.17	389.20	2395.02	2994.44	68.59
pa-016	clar	175.69-180.35	clips/pa-016__clar__175.69.wav	178.240	178.690	0.7159	5	0.80	2.910	145.17	411.37	1471.37	2651.69	66.51
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	37.150	37.740	0.9178	1	0.20	2.818	189.06	554.04	974.70	2260.61	66.91
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	37.150	37.740	0.9178	2	0.35	2.907	151.36	401.67	1920.79	2895.28	59.62
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	37.150	37.740	0.9178	3	0.50	2.995	184.16	483.82	1429.77	3116.28	62.63
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	37.150	37.740	0.9178	4	0.65	3.084	219.39	544.87	1645.22	1913.09	66.84
pa-017	clar	34.45-42.35	clips/pa-017__clar__34.45.wav	37.150	37.740	0.9178	5	0.80	3.172	236.65	571.60	1464.55	3062.27	62.20
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	92.720	92.720	0.9305	1	0.20	2.912	134.49	343.97	2017.15	2823.62	66.81
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	92.720	92.720	0.9305	2	0.35	2.913	134.96	345.61	2053.10	2834.14	67.07
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	92.720	92.720	0.9305	3	0.50	2.915	135.42	347.25	2089.05	2844.66	67.32
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	92.720	92.720	0.9305	4	0.65	2.916	136.02	347.15	2061.45	2818.42	67.55
pa-020	clar	89.81-94.31	clips/pa-020__clar__89.81.wav	92.720	92.720	0.9305	5	0.80	2.918	136.63	347.06	2033.85	2792.17	67.77
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	109.160	109.310	0.9678	1	0.20	1.460	126.50	630.55	1256.81	2673.62	71.50
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	109.160	109.310	0.9678	2	0.35	1.483	125.51	667.76	1263.75	2570.39	71.58
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	109.160	109.310	0.9678	3	0.50	1.505		673.76	1296.41	2579.60	67.38
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	109.160	109.310	0.9678	4	0.65	1.528	72.42	703.16	1216.65	2555.53	65.85
pa-022	clar	107.73-113.11	clips/pa-022__clar__107.73.wav	109.160	109.310	0.9678	5	0.80	1.550	144.41	665.82	1253.64	2529.83	66.27
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	650.440	650.800	0.8460	1	0.20	2.422	80.53	394.12	2130.06	2294.18	57.05
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	650.440	650.800	0.8460	2	0.35	2.476	77.41	357.64	2347.37	2838.60	54.62
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	650.440	650.800	0.8460	3	0.50	2.530	77.36	311.93	1873.47	2756.93	53.93
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	650.440	650.800	0.8460	4	0.65	2.584	77.69	310.44	1147.93	2515.64	52.56
pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	650.440	650.800	0.8460	5	0.80	2.638		404.69	1621.37	2813.91	47.39
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	117.000	117.290	0.1227	1	0.20	0.968		572.93	1628.00	2980.72	48.18
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	117.000	117.290	0.1227	2	0.35	1.011		482.06	1577.68	2924.22	55.33
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	117.000	117.290	0.1227	3	0.50	1.055	120.64	629.15	2476.33	3527.53	58.99
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	117.000	117.290	0.1227	4	0.65	1.099	116.31	603.60	1116.93	2613.71	60.09
pa-025	clar	116.09-119.95	clips/pa-025__clar__116.09.wav	117.000	117.290	0.1227	5	0.80	1.142	115.54	566.28	1248.04	2591.77	60.15
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	292.600	292.900	0.6228	1	0.20	2.330		801.59	1834.06	2941.98	30.81
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	292.600	292.900	0.6228	2	0.35	2.375		678.63	1533.21	2759.60	31.27
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	292.600	292.900	0.6228	3	0.50	2.420		947.42	1757.47	2856.50	31.28
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	292.600	292.900	0.6228	4	0.65	2.465		834.10	1602.02	2891.51	29.70
pa-028	clar	290.33-295.15	clips/pa-028__clar__290.33.wav	292.600	292.900	0.6228	5	0.80	2.510		867.11	2035.88	3115.93	29.76
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	141.380	141.690	0.7727	1	0.20	4.992		450.89	1752.04	2643.36	66.49
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	141.380	141.690	0.7727	2	0.35	5.039		1581.30	2023.13	3505.38	55.63
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	141.380	141.690	0.7727	3	0.50	5.085		794.80	1924.67	3115.98	50.40
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	141.380	141.690	0.7727	4	0.65	5.132		935.52	1848.68	2564.57	59.09
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	141.380	141.690	0.7727	5	0.80	5.178	99.42	587.73	1054.66	2615.38	70.95
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	99.780	100.170	0.6426	1	0.20	3.448	199.57	450.38	1436.38	3022.09	67.21
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	99.780	100.170	0.6426	2	0.35	3.507	205.64	441.63	1708.28	2818.34	71.19
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	99.780	100.170	0.6426	3	0.50	3.565	206.33	400.32	2391.97	2717.10	66.02
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	99.780	100.170	0.6426	4	0.65	3.624		486.44	1961.99	3090.78	39.82
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	99.780	100.170	0.6426	5	0.80	3.682		458.92	1239.42	2907.63	63.22
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	3.530	3.900	0.4437	1	0.20	3.604	156.00	343.05	2144.61	2595.17	65.84
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	3.530	3.900	0.4437	2	0.35	3.659	155.33	325.95	1504.01	2455.64	67.42
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	3.530	3.900	0.4437	3	0.50	3.715	149.43	337.21	2417.91	2782.02	67.20
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	3.530	3.900	0.4437	4	0.65	3.770	143.58	332.71	2419.35	2898.78	66.66
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	3.530	3.900	0.4437	5	0.80	3.826	142.27	348.58	2435.33	2639.32	64.83
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	61.960	62.240	0.7891	1	0.20	2.046	199.21	408.88	2354.46	2934.31	75.21
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	61.960	62.240	0.7891	2	0.35	2.088	196.20	404.15	2181.82	2840.45	73.15
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	61.960	62.240	0.7891	3	0.50	2.130	176.67	332.79	1969.27	2796.43	65.98
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	61.960	62.240	0.7891	4	0.65	2.172	183.81	441.05	2037.71	2798.11	67.03
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	61.960	62.240	0.7891	5	0.80	2.214	199.66	441.87	2092.81	2848.66	73.27
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	63.710	64.010	0.8423	1	0.20	1.320	137.74	621.30	1254.08	2274.79	71.36
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	63.710	64.010	0.8423	2	0.35	1.365	133.14	758.79	1209.09	2078.62	69.10
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	63.710	64.010	0.8423	3	0.50	1.410	142.87	679.88	1188.01	2163.06	68.45
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	63.710	64.010	0.8423	4	0.65	1.455	173.92	689.15	1222.94	2025.06	69.03
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	63.710	64.010	0.8423	5	0.80	1.500	220.09	504.08	1225.63	2010.06	66.50
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	1	0.20	1.610	179.34	647.67	1484.69	1813.16	71.00
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	2	0.35	1.632	179.08	801.40	1760.54	3052.76	72.05
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	3	0.50	1.655	186.88	850.76	1640.31	3046.10	70.24
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	4	0.65	1.677	200.37	831.42	1592.25	3000.52	68.60
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	38.190	38.340	0.9126	5	0.80	1.700	222.92	856.19	1546.08	2954.69	66.16
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	392.840	393.110	0.7015	1	0.20	0.404		522.19	1687.93	2593.16	62.74
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	392.840	393.110	0.7015	2	0.35	0.445	134.02	452.17	1706.62	2606.71	64.02
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	392.840	393.110	0.7015	3	0.50	0.485	139.85	661.28	2043.41	3037.42	64.30
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	392.840	393.110	0.7015	4	0.65	0.526	140.38	462.76	1968.47	2213.82	62.16
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	392.840	393.110	0.7015	5	0.80	0.566		635.42	1803.54	2816.53	57.02
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	110.080	110.440	0.3808	1	0.20	0.182	134.33	296.60	1325.26	2536.89	62.73
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	110.080	110.440	0.3808	2	0.35	0.236	166.57	265.28	1140.83	2436.79	64.12
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	110.080	110.440	0.3808	3	0.50	0.290	185.57	524.94	2097.41	2416.88	69.64
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	110.080	110.440	0.3808	4	0.65	0.344	175.06	542.33	2086.34	2475.29	69.04
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	110.080	110.440	0.3808	5	0.80	0.398	143.22	308.75	1477.52	2358.43	65.45
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	222.120	222.460	0.9806	1	0.20	0.898	124.52	370.29	1645.46	2372.54	61.55
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	222.120	222.460	0.9806	2	0.35	0.949	127.67	334.56	1972.51	2532.08	60.86
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	222.120	222.460	0.9806	3	0.50	1.000	126.64	284.02	2196.30	2825.67	61.66
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	222.120	222.460	0.9806	4	0.65	1.051	120.08	239.50	2240.57	3025.64	58.95
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	222.120	222.460	0.9806	5	0.80	1.102	134.77	272.82	2029.71	2797.88	62.82
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	144.230	144.630	0.3082	1	0.20	0.860		353.24	2425.13	2609.15	42.49
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	144.230	144.630	0.3082	2	0.35	0.920		536.88	2172.07	2614.93	44.98
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	144.230	144.630	0.3082	3	0.50	0.980	143.45	417.73	2195.01	2897.01	54.35
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	144.230	144.630	0.3082	4	0.65	1.040	153.35	293.48	2062.86	2847.37	47.46
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	144.230	144.630	0.3082	5	0.80	1.100	136.94	342.60	2129.28	2503.56	55.38
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	24.450	24.840	0.1247	1	0.20	4.878	132.35	281.28	2048.20	2351.23	73.76
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	24.450	24.840	0.1247	2	0.35	4.937	129.54	704.63	2392.47	3310.42	72.97
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	24.450	24.840	0.1247	3	0.50	4.995	127.72	475.11	1265.66	2286.87	73.14
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	24.450	24.840	0.1247	4	0.65	5.054	126.98	564.93	2091.40	2687.12	72.58
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	24.450	24.840	0.1247	5	0.80	5.112	125.64	438.19	1049.56	2406.40	72.90
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	272.250	273.000	0.1151	1	0.20	0.162		682.73	1872.48	2919.79	37.99
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	272.250	273.000	0.1151	2	0.35	0.272		670.21	1916.16	2993.16	28.91
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	272.250	273.000	0.1151	3	0.50	0.383	149.75	468.32	1848.48	3008.04	64.05
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	272.250	273.000	0.1151	4	0.65	0.493	156.66	328.70	2460.02	3019.46	67.39
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	272.250	273.000	0.1151	5	0.80	0.603	153.27	344.04	2556.98	3622.38	69.97
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	317.800	318.890	0.8193	1	0.20	3.728	113.12	331.69	1201.74	2485.36	58.63
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	317.800	318.890	0.8193	2	0.35	3.892		274.97	1469.60	2958.60	56.27
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	317.800	318.890	0.8193	3	0.50	4.055		357.36	1253.44	2547.91	55.72
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	317.800	318.890	0.8193	4	0.65	4.219	120.39	283.24	1217.84	2545.02	62.41
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	317.800	318.890	0.8193	5	0.80	4.382	154.64	409.76	722.64	2747.43	74.95
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	843.440	844.490	0.5334	1	0.20	0.960		801.82	1957.30	2492.69	38.35
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	843.440	844.490	0.5334	2	0.35	1.117		798.61	1694.30	2654.01	32.82
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	843.440	844.490	0.5334	3	0.50	1.275		851.81	2221.90	3115.51	30.51
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	843.440	844.490	0.5334	4	0.65	1.432		798.22	1623.32	2851.27	28.27
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	843.440	844.490	0.5334	5	0.80	1.590	133.87	163.73	2259.88	2790.24	71.02
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	414.010	414.680	0.0805	1	0.20	0.146		1142.09	2280.47	3213.61	26.09
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	414.010	414.680	0.0805	2	0.35	0.244		1037.26	2191.34	3164.43	27.55
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	414.010	414.680	0.0805	3	0.50	0.343		823.57	1677.40	2884.50	27.62
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	414.010	414.680	0.0805	4	0.65	0.441		801.31	1535.51	2744.47	29.22
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	414.010	414.680	0.0805	5	0.80	0.539		734.66	1609.09	2846.86	28.60
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	1	0.20	3.840		621.25	1427.95	2882.02	42.03
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	2	0.35	3.953		929.03	2090.78	2926.40	33.41
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	3	0.50	4.065		863.48	1894.22	2868.83	32.78
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	4	0.65	4.178	262.37	326.92	1726.49	2932.69	54.10
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	1580.260	1581.010	0.6515	5	0.80	4.290		714.53	2279.38	3175.39	55.41
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	1	0.20	0.458	197.47	442.02	1236.33	2620.92	66.18
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	2	0.35	0.584	208.96	598.68	2246.88	2902.41	69.85
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	3	0.50	0.710	205.19	448.91	1802.64	2686.73	66.56
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	4	0.65	0.836	239.79	395.68	1837.72	2785.95	67.38
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	264.540	265.380	0.2244	5	0.80	0.962	208.58	463.22	1362.43	2521.82	52.24
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	995.120	996.430	0.3907	1	0.20	1.692		598.21	2098.40	3675.54	41.30
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	995.120	996.430	0.3907	2	0.35	1.888	198.64	457.89	2260.89	3594.86	70.35
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	995.120	996.430	0.3907	3	0.50	2.085	285.16	593.29	1138.68	3326.45	75.83
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	995.120	996.430	0.3907	4	0.65	2.281		850.64	2776.25	3018.23	32.43
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	995.120	996.430	0.3907	5	0.80	2.478		334.62	1907.47	3092.60	32.80
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	1	0.20	0.960		765.06	1857.47	2435.97	38.57
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	2	0.35	1.117		858.28	1678.01	2651.77	33.14
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	3	0.50	1.275		794.29	1998.16	2520.05	30.80
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	4	0.65	1.432		867.62	1987.12	2584.37	28.27
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	843.400	844.450	0.6352	5	0.80	1.590	134.23	166.28	2049.06	2795.79	70.13
pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	977.550	977.930	0.8891	1	0.20	2.496	145.34	430.80	1672.48	2412.48	70.40
pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	977.550	977.930	0.8891	2	0.35	2.553	137.39	442.00	1490.24	2782.85	69.08
pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	977.550	977.930	0.8891	3	0.50	2.610	138.17	558.76	1487.49	2476.13	75.03
