forma	id_persona	estat_persona	interval_font	interval_escolta	interval_base	coincidencia_temporal_asr	conf_min_segment	conf_min_base_segment	prioritat_asr	consens_dos_asr	ratio_veu_wav	f0_median_hz_orientatiu	clip_suggerit	estat_audicio	forma_confirmada_auditivament	nota_audicio	trets_fonetics_observats	prioritat_global
diguem	pa-020	analitzada-provisional-contextual	1460.52-1463.20	1459.77-1463.95		no	0.119		alta	no	0.4873	200.29	clips/pa-020__diguem__1459.77.wav	pendent				2
doncs	pa-020	analitzada-provisional-contextual	248.12-251.28	247.37-252.03		no	0.089		alta	no	0.4873	200.29	clips/pa-020__doncs__247.37.wav	pendent				2
diguem	pa-022	analitzada-provisional-contextual	448.32-452.80	447.57-453.55		no	0.106		alta	no	0.6190	198.67	clips/pa-022__diguem__447.57.wav	pendent				2
doncs	pa-022	analitzada-provisional-contextual	123.60-126.20	122.85-126.95		no	0.057		alta	no	0.6190	198.67	clips/pa-022__doncs__122.85.wav	pendent				2
diguem	pa-023	analitzada-provisional-contextual	55.80-60.20	55.05-60.95		no	0.083		alta	no	0.6249	136.86	clips/pa-023__diguem__55.05.wav	pendent				2
a nivell	pa-024	analitzada-provisional-contextual	1548.68-1552.16	1547.93-1552.91		no	0.056		alta	no	0.5607	293.71	clips/pa-024__a-nivell__1547.93.wav	pendent				2
a veure	pa-024	analitzada-provisional-contextual	591.52-594.64	590.77-595.39		no	0.029		alta	no	0.5607	293.71	clips/pa-024__a-veure__590.77.wav	pendent				2
bueno	pa-024	analitzada-provisional-contextual	148.04-151.32	147.29-152.07		no	0.006		alta	no	0.5607	293.71	clips/pa-024__bueno__147.29.wav	pendent				2
bé	pa-024	analitzada-provisional-contextual	176.04-180.04	175.29-180.79		no	0.025		alta	no	0.5607	293.71	clips/pa-024__b__175.29.wav	pendent				2
clar	pa-024	analitzada-provisional-contextual	648.84-656.08	648.09-656.83		no	0.016		alta	no	0.5607	293.71	clips/pa-024__clar__648.09.wav	pendent				2
crec	pa-024	analitzada-provisional-contextual	368.76-371.88	368.01-372.63		no	0.017		alta	no	0.5607	293.71	clips/pa-024__crec__368.01.wav	pendent				2
de fet	pa-024	analitzada-provisional-contextual	483.00-488.32	482.25-489.07		no	0.042		alta	no	0.5607	293.71	clips/pa-024__de-fet__482.25.wav	pendent				2
doncs	pa-024	analitzada-provisional-contextual	83.76-113.76	83.01-114.51		no	0.007		alta	no	0.5607	293.71	clips/pa-024__doncs__83.01.wav	pendent				2
evidentment	pa-024	analitzada-provisional-contextual	519.64-522.76	518.89-523.51		no	0.042		alta	no	0.5607	293.71	clips/pa-024__evidentment__518.89.wav	pendent				2
llavors	pa-024	analitzada-provisional-contextual	337.60-340.52	336.85-341.27		no	0.004		alta	no	0.5607	293.71	clips/pa-024__llavors__336.85.wav	pendent				2
o sigui	pa-024	analitzada-provisional-contextual	555.24-564.32	554.49-565.07		no	0.105		alta	no	0.5607	293.71	clips/pa-024__o-sigui__554.49.wav	pendent				2
perquè	pa-024	analitzada-provisional-contextual	226.28-229.60	225.53-230.35		no	0.006		alta	no	0.5607	293.71	clips/pa-024__perqu__225.53.wav	pendent				2
és a dir	pa-024	analitzada-provisional-contextual	79.24-83.64	78.49-84.39		no	0.017		alta	no	0.5607	293.71	clips/pa-024__s-a-dir__78.49.wav	pendent				2
aleshores	pa-025	analitzada-provisional-contextual	362.68-367.44	361.93-368.19		no	0.038		alta	no	0.5929	247.75	clips/pa-025__aleshores__361.93.wav	pendent				2
o sigui	pa-025	analitzada-provisional-contextual	1463.60-1471.84	1462.85-1472.59		no	0.160		alta	no	0.5929	247.75	clips/pa-025__o-sigui__1462.85.wav	pendent				2
o sigui	pa-027	analitzada-provisional-contextual	362.36-365.96	361.61-366.71		no	0.066		alta	no	0.5503	223.42	clips/pa-027__o-sigui__361.61.wav	pendent				2
a veure	pa-029	analitzada-provisional-contextual	18.24-20.84	17.49-21.59		no	0.058		alta	no	0.5524	205.71	clips/pa-029__a-veure__17.49.wav	pendent				2
o sigui	pa-029	analitzada-provisional-contextual	243.88-247.88	243.13-248.63		no	0.058		alta	no	0.5524	205.71	clips/pa-029__o-sigui__243.13.wav	pendent				2
és a dir	pa-029	analitzada-provisional-contextual	20.92-25.20	20.17-25.95		no	0.038		alta	no	0.5524	205.71	clips/pa-029__s-a-dir__20.17.wav	pendent				2
doncs	pa-030	analitzada-provisional-contextual	44.28-47.88	43.53-48.63		no	0.055		alta	no	0.5426	140.30	clips/pa-030__doncs__43.53.wav	pendent				2
llavors	pa-030	analitzada-provisional-contextual	158.36-162.40	157.61-163.15		no	0.097		alta	no	0.5426	140.30	clips/pa-030__llavors__157.61.wav	pendent				2
o sigui	pa-030	analitzada-provisional-contextual	1017.16-1020.72	1016.41-1021.47		no	0.107		alta	no	0.5426	140.30	clips/pa-030__o-sigui__1016.41.wav	pendent				2
tirar endavant	pa-030	analitzada-provisional-contextual	186.36-191.40	185.61-192.15		no	0.133		alta	no	0.5426	140.30	clips/pa-030__tirar-endavant__185.61.wav	pendent				2
aleshores	pa-031	analitzada-provisional-contextual	54.84-57.16	54.09-57.91		no	0.027		alta	no	0.5634	150.72	clips/pa-031__aleshores__54.09.wav	pendent				2
doncs	pa-031	analitzada-provisional-contextual	414.80-418.36	414.05-419.11		no	0.116		alta	no	0.5634	150.72	clips/pa-031__doncs__414.05.wav	pendent				2
tirar endavant	pa-031	analitzada-provisional-contextual	146.84-149.56	146.09-150.31		no	0.128		alta	no	0.5634	150.72	clips/pa-031__tirar-endavant__146.09.wav	pendent				2
a veure	pa-032	analitzada-provisional-contextual	213.20-217.44	212.45-218.19		no	0.057		alta	no	0.4974	219.16	clips/pa-032__a-veure__212.45.wav	pendent				2
aleshores	pa-032	analitzada-provisional-contextual	79.84-86.44	79.09-87.19		no	0.065		alta	no	0.4974	219.16	clips/pa-032__aleshores__79.09.wav	pendent				2
vull dir	pa-032	analitzada-provisional-contextual	390.04-393.04	389.29-393.79		no	0.039		alta	no	0.4974	219.16	clips/pa-032__vull-dir__389.29.wav	pendent				2
a nivell	pa-033	analitzada-provisional-contextual	7.36-10.04	6.61-10.79		no	0.138		alta	no	0.5461	281.48	clips/pa-033__a-nivell__6.61.wav	pendent				2
de fet	pa-033	analitzada-provisional-contextual	250.44-251.80	249.69-252.55		no	0.056		alta	no	0.5461	281.48	clips/pa-033__de-fet__249.69.wav	pendent				2
llavors	pa-033	analitzada-provisional-contextual	72.28-75.60	71.53-76.35		no	0.114		alta	no	0.5461	281.48	clips/pa-033__llavors__71.53.wav	pendent				2
tirar endavant	pa-033	analitzada-provisional-contextual	136.44-140.76	135.69-141.51		no	0.255		alta	no	0.5461	281.48	clips/pa-033__tirar-endavant__135.69.wav	pendent				2
o sigui	pa-034	analitzada-provisional-contextual	1106.84-1110.00	1106.09-1110.75		no	0.067		alta	no	0.6198	199.61	clips/pa-034__o-sigui__1106.09.wav	pendent				2
a veure	pa-035	analitzada-provisional-contextual	211.84-217.76	211.09-218.51		no	0.008		alta	no	0.4963	150.02	clips/pa-035__a-veure__211.09.wav	pendent				2
crec	pa-037	analitzada-provisional-contextual	425.36-437.24	424.61-437.99		no	0.096		alta	no	0.4864	236.67	clips/pa-037__crec__424.61.wav	pendent				2
a veure	pa-038	analitzada-provisional-contextual	1071.08-1075.68	1070.33-1076.43		no	0.128		alta	no	0.5594	209.31	clips/pa-038__a-veure__1070.33.wav	pendent				2
és a dir	pa-039	analitzada-provisional-contextual	209.80-215.36	209.05-216.11		no	0.019		alta	no	0.5011	153.52	clips/pa-039__s-a-dir__209.05.wav	pendent				2
o sigui	pa-040	analitzada-provisional-contextual	116.48-119.16	115.73-119.91		no	0.050		alta	no	0.6419	202.23	clips/pa-040__o-sigui__115.73.wav	pendent				2
tirar endavant	pa-041	analitzada-provisional-contextual	103.00-106.00	102.25-106.75		no	0.081		alta	no	0.6135	248.90	clips/pa-041__tirar-endavant__102.25.wav	pendent				2
a nivell	pa-045	analitzada-provisional-contextual	625.60-628.32	624.85-629.07		no	0.070		alta	no	0.5086	271.02	clips/pa-045__a-nivell__624.85.wav	pendent				2
vull dir	pa-045	analitzada-provisional-contextual	780.32-784.48	779.57-785.23		no	0.072		alta	no	0.5086	271.02	clips/pa-045__vull-dir__779.57.wav	pendent				2
aleshores	pa-046	analitzada-provisional-contextual	528.32-531.80	527.57-532.55		no	0.078		alta	no	0.5707	232.31	clips/pa-046__aleshores__527.57.wav	pendent				2
llavors	pa-046	analitzada-provisional-contextual	381.88-387.44	381.13-388.19		no	0.058		alta	no	0.5707	232.31	clips/pa-046__llavors__381.13.wav	pendent				2
és a dir	pa-046	analitzada-provisional-contextual	136.36-139.32	135.61-140.07		no	0.078		alta	no	0.5707	232.31	clips/pa-046__s-a-dir__135.61.wav	pendent				2
aleshores	pa-048	analitzada-provisional-contextual	701.80-706.92	701.05-707.67		no	0.055		alta	no	0.4176	188.75	clips/pa-048__aleshores__701.05.wav	pendent				2
doncs	pa-048	analitzada-provisional-contextual	303.64-306.04	302.89-306.79		no	0.136		alta	no	0.4176	188.75	clips/pa-048__doncs__302.89.wav	pendent				2
doncs	pa-049	analitzada-provisional-contextual	1093.00-1095.00	1092.25-1095.75		no	0.120		alta	no	0.6630	223.56	clips/pa-049__doncs__1092.25.wav	pendent				2
és a dir	pa-049	analitzada-provisional-contextual	908.00-911.00	907.25-911.75		no	0.540		alta	no	0.6630	223.56	clips/pa-049__s-a-dir__907.25.wav	pendent				2
bueno	pa-051	analitzada-provisional-contextual	42.72-46.68	41.97-47.43		no	0.099		alta	no	0.6552	216.98	clips/pa-051__bueno__41.97.wav	pendent				2
clar	pa-051	analitzada-provisional-contextual	162.60-166.32	161.85-167.07		no	0.070		alta	no	0.6552	216.98	clips/pa-051__clar__161.85.wav	pendent				2
crec	pa-051	analitzada-provisional-contextual	209.32-212.64	208.57-213.39		no	0.030		alta	no	0.6552	216.98	clips/pa-051__crec__208.57.wav	pendent				2
de fet	pa-051	analitzada-provisional-contextual	201.56-204.56	200.81-205.31		no	0.057		alta	no	0.6552	216.98	clips/pa-051__de-fet__200.81.wav	pendent				2
llavors	pa-051	analitzada-provisional-contextual	48.36-50.36	47.61-51.11		no	0.141		alta	no	0.6552	216.98	clips/pa-051__llavors__47.61.wav	pendent				2
perquè	pa-051	analitzada-provisional-contextual	124.60-127.60	123.85-128.35		no	0.071		alta	no	0.6552	216.98	clips/pa-051__perqu__123.85.wav	pendent				2
bueno	pa-052	analitzada-provisional-contextual	42.72-46.48	41.97-47.23		no	0.066		alta	no	0.8750	217.34	clips/pa-052__bueno__41.97.wav	pendent				2
clar	pa-052	analitzada-provisional-contextual	60.72-63.92	59.97-64.67		no	0.029		alta	no	0.8750	217.34	clips/pa-052__clar__59.97.wav	pendent				2
llavors	pa-052	analitzada-provisional-contextual	69.48-72.48	68.73-73.23		no	0.045		alta	no	0.8750	217.34	clips/pa-052__llavors__68.73.wav	pendent				2
perquè	pa-052	analitzada-provisional-contextual	93.40-95.72	92.65-96.47		no	0.056		alta	no	0.8750	217.34	clips/pa-052__perqu__92.65.wav	pendent				2
llavors	pa-053	analitzada-provisional-contextual	41.48-46.96	40.73-47.71		no	0.088		alta	no	0.7369	166.09	clips/pa-053__llavors__40.73.wav	pendent				2
a veure	pa-054	analitzada-provisional-contextual	78.72-81.12	77.97-81.87		no	0.096		alta	no	0.7272	202.70	clips/pa-054__a-veure__77.97.wav	pendent				2
bé	pa-054	analitzada-provisional-contextual	129.52-133.68	128.77-134.43		no	0.110		alta	no	0.7272	202.70	clips/pa-054__b__128.77.wav	pendent				2
llavors	pa-054	analitzada-provisional-contextual	157.32-160.76	156.57-161.51		no	0.034		alta	no	0.7272	202.70	clips/pa-054__llavors__156.57.wav	pendent				2
vull dir	pa-055	analitzada-provisional-automatica	312.48-315.16	311.73-315.91		no	0.070		alta	no	0.4784	258.93	clips/pa-055__vull-dir__311.73.wav	pendent				2
aleshores	pa-056	analitzada-provisional-automatica	393.88-397.08	393.13-397.83		no	0.082		alta	no	0.5440	143.08	clips/pa-056__aleshores__393.13.wav	pendent				2
llavors	pa-056	analitzada-provisional-automatica	158.52-162.36	157.77-163.11		no	0.148		alta	no	0.5440	143.08	clips/pa-056__llavors__157.77.wav	pendent				2
a veure	pa-057	analitzada-provisional-automatica	17.72-20.56	16.97-21.31		no	0.071		alta	no	0.5533	204.87	clips/pa-057__a-veure__16.97.wav	pendent				2
clar	pa-057	analitzada-provisional-automatica	358.32-363.32	357.57-364.07		no	0.027		alta	no	0.5533	204.87	clips/pa-057__clar__357.57.wav	pendent				2
o sigui	pa-057	analitzada-provisional-automatica	250.20-253.36	249.45-254.11		no	0.042		alta	no	0.5533	204.87	clips/pa-057__o-sigui__249.45.wav	pendent				2
tirar endavant	pa-057	analitzada-provisional-automatica	57.36-62.40	56.61-63.15		no	0.130		alta	no	0.5533	204.87	clips/pa-057__tirar-endavant__56.61.wav	pendent				2
o sigui	pa-059	analitzada-provisional-automatica	266.88-270.40	266.13-271.15		no	0.201		alta	no	0.5560	213.73	clips/pa-059__o-sigui__266.13.wav	pendent				2
aleshores	pa-060	analitzada-provisional-automatica	147.92-150.72	147.17-151.47		no	0.046		alta	no	0.6257	137.26	clips/pa-060__aleshores__147.17.wav	pendent				2
diguem	pa-060	analitzada-provisional-automatica	55.80-60.16	55.05-60.91		no	0.089		alta	no	0.6257	137.26	clips/pa-060__diguem__55.05.wav	pendent				2
llavors	pa-060	analitzada-provisional-automatica	49.52-55.32	48.77-56.07		no	0.146		alta	no	0.6257	137.26	clips/pa-060__llavors__48.77.wav	pendent				2
bueno	pa-063	analitzada-provisional-automatica	801.92-803.92	801.17-804.67		no	0.122		alta	no	0.5948	214.77	clips/pa-063__bueno__801.17.wav	pendent				2
vull dir	pa-063	analitzada-provisional-automatica	823.20-826.76	822.45-827.51		no	0.127		alta	no	0.5948	214.77	clips/pa-063__vull-dir__822.45.wav	pendent				2
a nivell	pa-065	analitzada-provisional-automatica	529.84-536.00	529.09-536.75		no	0.037		alta	no	0.4966	186.90	clips/pa-065__a-nivell__529.09.wav	pendent				2
de fet	pa-065	analitzada-provisional-automatica	884.72-887.96	883.97-888.71		no	0.130		alta	no	0.4966	186.90	clips/pa-065__de-fet__883.97.wav	pendent				2
